Iteration	model_type	hyperparameters	percentile	min_threshold	baseline_score	baseline_score_of_current_percentile	accuracy	sem	delta	random_state	num_gene_included	gene_set
10	logistic	{'C': 1.0, 'penalty': 'l2'}	0.1	0.8	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG10121', 'G6201', 'EG11734', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'EG11156', 'G6709', 'EG11911', 'G7263', 'EG12205', 'EG11374', 'EG11927', 'G7734', 'G6579', 'G7055', 'G7825', 'G6481', 'EG10593', 'EG12432', 'EG10573', 'EG12081', 'EG11693', 'EG10957', 'G7165', 'EG12363', 'G6529', 'EG10811', 'G6941', 'EG11931', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
11	logistic	{'C': 1.0, 'penalty': 'l2'}	0.1	0.9	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG10121', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11734', 'EG11287', 'G6709', 'EG11156', 'G6825', 'EG11911', 'EG12062', 'G7263', 'EG11374', 'EG11927', 'G7734', 'G6579', 'EG12205', 'G7825', 'G6481', 'EG12432', 'EG10957', 'EG12081', 'EG11693', 'EG10573', 'EG10593', 'G7165', 'G7055', 'G6529', 'EG12363', 'G6941', 'EG10811', 'EG10527', 'EG11557', 'EG12235', 'EG11806', 'EG10188', 'EG11598', 'EG10655', 'EG11931']
12	logistic	{'C': 1.0, 'penalty': 'l2'}	0.1		0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG11734', 'EG10121', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'EG11156', 'G6709', 'EG11911', 'EG12205', 'G7263', 'EG11374', 'EG11927', 'G7734', 'G7055', 'G6579', 'EG10593', 'EG12432', 'G7825', 'G6481', 'EG10573', 'EG12081', 'EG11693', 'EG10957', 'G7165', 'EG11931', 'EG12363', 'G6529', 'EG10811', 'G6941', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
13	logistic	{'C': 1.0, 'penalty': 'l2'}	0.2	0.0	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG11734', 'EG10121', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'EG11156', 'G6709', 'EG11911', 'EG12205', 'G7263', 'EG11374', 'EG11927', 'G6579', 'G7734', 'G7055', 'EG10593', 'EG12432', 'G6481', 'G7825', 'EG10573', 'EG12081', 'EG11693', 'EG10957', 'EG11931', 'G7165', 'EG12363', 'G6529', 'G6941', 'EG10811', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
14	logistic	{'C': 1.0, 'penalty': 'l2'}	0.2	0.6	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG11734', 'EG10121', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'EG11156', 'G6709', 'EG11911', 'EG12205', 'G7263', 'EG11374', 'EG11927', 'G6579', 'G7734', 'G7055', 'EG10593', 'EG12432', 'G6481', 'G7825', 'EG10573', 'EG12081', 'EG11693', 'EG10957', 'EG11931', 'G7165', 'EG12363', 'G6529', 'G6941', 'EG10811', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
15	logistic	{'C': 1.0, 'penalty': 'l2'}	0.2	0.7	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG10121', 'EG11734', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'EG11156', 'G6709', 'EG11911', 'EG12205', 'G7263', 'EG11374', 'EG11927', 'G6579', 'G7734', 'G7055', 'EG10593', 'EG12432', 'G6481', 'G7825', 'EG10573', 'EG12081', 'EG11693', 'EG10957', 'EG11931', 'G7165', 'EG12363', 'G6529', 'G6941', 'EG10811', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
16	logistic	{'C': 1.0, 'penalty': 'l2'}	0.2	0.8	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG10121', 'G6201', 'EG11734', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'EG11156', 'G6709', 'EG11911', 'G7263', 'EG12205', 'EG11374', 'EG11927', 'G6579', 'G7734', 'G7055', 'EG10593', 'G6481', 'G7825', 'EG12432', 'EG10573', 'EG12081', 'EG11693', 'EG10957', 'G7165', 'EG12363', 'G6529', 'G6941', 'EG10811', 'EG11931', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
17	logistic	{'C': 1.0, 'penalty': 'l2'}	0.2	0.9	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'EG10121', 'G7545', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG10117', 'EG11228', 'EG10119', 'EG11734', 'EG11287', 'G6709', 'EG11156', 'G6825', 'EG11911', 'EG12062', 'EG11374', 'G7263', 'EG11927', 'G6579', 'G7734', 'G6481', 'EG12205', 'G7825', 'EG12432', 'EG10957', 'EG12081', 'EG11693', 'EG10593', 'EG10573', 'G7165', 'G6529', 'G7055', 'EG12363', 'G6941', 'EG10811', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG11598', 'EG10655', 'G6503']
18	logistic	{'C': 1.0, 'penalty': 'l2'}	0.2		0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG11734', 'EG10121', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'EG11156', 'G6709', 'EG11911', 'EG12205', 'G7263', 'EG11374', 'EG11927', 'G6579', 'G7734', 'G7055', 'EG10593', 'EG12432', 'G6481', 'G7825', 'EG10573', 'EG12081', 'EG11693', 'EG10957', 'G7165', 'EG11931', 'EG12363', 'G6529', 'G6941', 'EG10811', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
19	logistic	{'C': 0.94736842105789465, 'penalty': 'l2'}	0.3	0.0	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG11734', 'EG10121', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'EG11156', 'G6709', 'EG11911', 'EG12205', 'G7263', 'EG11374', 'EG11927', 'G7734', 'G7055', 'G6579', 'EG10593', 'EG12432', 'G6481', 'G7825', 'EG10573', 'EG12081', 'EG10957', 'EG11693', 'EG11931', 'G7165', 'G6529', 'EG12363', 'G6941', 'EG10811', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
20	logistic	{'C': 0.94736842105789465, 'penalty': 'l2'}	0.3	0.6	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG11734', 'EG10121', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'EG11156', 'G6709', 'EG11911', 'EG12205', 'G7263', 'EG11374', 'EG11927', 'G7734', 'G7055', 'G6579', 'EG10593', 'EG12432', 'G6481', 'G7825', 'EG10573', 'EG12081', 'EG10957', 'EG11693', 'EG11931', 'G7165', 'G6529', 'EG12363', 'G6941', 'EG10811', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
21	logistic	{'C': 0.94736842105789465, 'penalty': 'l2'}	0.3	0.7	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG11734', 'EG10121', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'EG11156', 'G6709', 'EG11911', 'EG12205', 'G7263', 'EG11374', 'EG11927', 'G7734', 'G7055', 'G6579', 'EG10593', 'EG12432', 'G6481', 'G7825', 'EG10573', 'EG12081', 'EG10957', 'EG11693', 'G7165', 'EG11931', 'G6529', 'EG12363', 'G6941', 'EG10811', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
22	logistic	{'C': 0.94736842105789465, 'penalty': 'l2'}	0.3	0.8	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG10121', 'G6201', 'EG11734', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'EG11156', 'G6709', 'EG11911', 'G7263', 'EG11374', 'EG12205', 'EG11927', 'G7734', 'G6579', 'G7055', 'EG10593', 'G6481', 'EG12432', 'G7825', 'EG10573', 'EG12081', 'EG10957', 'EG11693', 'G7165', 'G6529', 'EG12363', 'G6941', 'EG10811', 'EG10527', 'EG11931', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
23	logistic	{'C': 0.94736842105789465, 'penalty': 'l2'}	0.3	0.9	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG10121', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG10117', 'EG11228', 'EG10119', 'EG11734', 'EG11287', 'G6709', 'EG11156', 'G6825', 'EG11911', 'EG12062', 'G7263', 'EG11374', 'EG11927', 'G7734', 'G6579', 'G6481', 'G7825', 'EG12432', 'EG12205', 'EG10957', 'EG12081', 'EG11693', 'EG10593', 'EG10573', 'G7165', 'G6529', 'G6941', 'EG12363', 'G7055', 'EG10811', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG11598', 'EG10655', 'G6503']
24	logistic	{'C': 0.94736842105789465, 'penalty': 'l2'}	0.3		0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG11734', 'EG10121', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'EG11156', 'G6709', 'EG11911', 'EG12205', 'G7263', 'EG11374', 'EG11927', 'G7734', 'G6579', 'G7055', 'EG10593', 'EG12432', 'G6481', 'G7825', 'EG10573', 'EG12081', 'EG10957', 'EG11693', 'G7165', 'EG11931', 'G6529', 'EG12363', 'G6941', 'EG10811', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
25	logistic	{'C': 1.0, 'penalty': 'l2'}	0.4	0.0	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG11734', 'EG10121', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'G6709', 'EG11156', 'EG11911', 'EG12205', 'G7263', 'EG11374', 'EG11927', 'G7734', 'G7055', 'EG10593', 'G6579', 'EG12432', 'G6481', 'G7825', 'EG10573', 'EG12081', 'EG10957', 'EG11693', 'G7165', 'EG11931', 'G6529', 'G6941', 'EG12363', 'EG10811', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
26	logistic	{'C': 1.0, 'penalty': 'l2'}	0.4	0.6	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG11734', 'EG10121', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'G6709', 'EG11156', 'EG11911', 'EG12205', 'G7263', 'EG11374', 'EG11927', 'G7734', 'G7055', 'EG10593', 'G6579', 'EG12432', 'G6481', 'G7825', 'EG10573', 'EG12081', 'EG10957', 'EG11693', 'G7165', 'EG11931', 'G6529', 'G6941', 'EG12363', 'EG10811', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
27	logistic	{'C': 1.0, 'penalty': 'l2'}	0.4	0.7	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG11734', 'EG10121', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'G6709', 'EG11156', 'EG11911', 'EG12205', 'G7263', 'EG11374', 'EG11927', 'G7734', 'G7055', 'G6579', 'EG12432', 'EG10593', 'G6481', 'G7825', 'EG10573', 'EG12081', 'EG10957', 'EG11693', 'G7165', 'G6529', 'EG11931', 'G6941', 'EG12363', 'EG10811', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
28	logistic	{'C': 1.0, 'penalty': 'l2'}	0.4	0.8	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG10121', 'G6201', 'EG11734', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG10117', 'EG11228', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'G6709', 'EG11156', 'EG11911', 'G7263', 'EG11374', 'EG11927', 'EG12205', 'G7734', 'G6579', 'G7055', 'G6481', 'EG12432', 'EG10593', 'G7825', 'EG10573', 'EG10957', 'EG12081', 'EG11693', 'G7165', 'G6529', 'G6941', 'EG12363', 'EG10527', 'EG10811', 'EG11931', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
29	logistic	{'C': 1.0, 'penalty': 'l2'}	0.4	0.9	0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG10121', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG10117', 'EG10119', 'EG11228', 'EG11734', 'EG11287', 'G6709', 'EG11156', 'G6825', 'EG11911', 'EG12062', 'EG11374', 'G7263', 'EG11927', 'G7734', 'G6579', 'G6481', 'G7825', 'EG12432', 'EG10957', 'EG12205', 'EG11693', 'EG12081', 'EG10593', 'EG10573', 'G6529', 'G6941', 'G7165', 'EG12363', 'G7055', 'EG10527', 'EG10811', 'EG11557', 'EG12235', 'EG11806', 'EG10188', 'EG11598', 'EG10655', 'G6503']
30	logistic	{'C': 1.0, 'penalty': 'l2'}	0.4		0.769047619047619	0.769047619047619	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG11734', 'EG10121', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG11228', 'EG10117', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'G6709', 'EG11156', 'EG11911', 'EG12205', 'G7263', 'EG11374', 'EG11927', 'G7734', 'G6579', 'G7055', 'EG12432', 'EG10593', 'G6481', 'G7825', 'EG10573', 'EG10957', 'EG12081', 'EG11693', 'G7165', 'G6529', 'G6941', 'EG12363', 'EG11931', 'EG10811', 'EG10527', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
31	logistic	{'C': 1.0, 'penalty': 'l2'}	0.5	0.0	0.769047619047619	0.7857142857142857	1.0	0.0	0.23095238095238102	0	51	['EG12061', 'EG10118', 'EG10559', 'EG11908', 'EG10120', 'EG11399', 'G7545', 'EG11734', 'EG10121', 'G6201', 'EG11398', 'EG12129', 'EG10195', 'G6194', 'EG10117', 'EG11228', 'EG10119', 'EG11287', 'G6825', 'EG12062', 'G6709', 'EG11156', 'EG11911', 'EG12205', 'G7263', 'EG11927', 'EG11374', 'G7734', 'G7055', 'EG10593', 'EG12432', 'G6579', 'G6481', 'G7825', 'EG12081', 'EG10573', 'EG10957', 'EG11693', 'G6529', 'G7165', 'EG11931', 'G6941', 'EG12363', 'EG10527', 'EG10811', 'EG11557', 'EG11806', 'EG12235', 'EG10188', 'EG10655', 'EG11598']
