Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
M00545,0.38157894736842163,1.0389221198688572,0.39165009940357853,0.39165009940357853,9,5,EC:1.13.11.16;EC:1.14.13.127;EC:1.18.1.3;EC:3.7.1.14;EC:4.2.1.80,EC:1.13.11.16;EC:1.14.13.127;EC:1.18.1.3;EC:3.7.1.14;EC:4.2.1.80
