Iteration	model_type	hyperparameters	percentile	min_threshold	baseline_score	baseline_score_of_current_percentile	accuracy	sem	delta	random_state	num_edge_included	edge_set
16	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.1	0.9	0.7696078431372548	0.7794117647058824	0.9117647058823529	0.04293828688216007	0.1421568627450981	0	11	"[""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000376', 'sobr'})"", ""frozenset({'Otu000088', 'Otu000020'})"", ""frozenset({'Otu000620', 'Otu000091'})"", ""frozenset({'Otu000068', 'Otu000101'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000108', 'Otu000863'})"", ""frozenset({'Otu000281', 'Otu000069'})""]"
17	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.1		0.7696078431372548	0.7794117647058824	0.9264705882352942	0.03531762932455359	0.15686274509803932	0	10	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000108', 'Otu000863'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000068', 'Otu000101'})"", ""frozenset({'Otu000122', 'Otu000638'})""]"
18	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.2	0.0	0.7696078431372548	0.7696078431372548	0.9019607843137254	0.0434440556397645	0.13235294117647056	0	12	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000032', 'Otu000011'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000325', 'Otu000281'})"", ""frozenset({'cryptosporidium', 'Otu000013'})"", ""frozenset({'Otu000965', 'Otu000011'})"", ""frozenset({'Otu000068', 'Otu000101'})""]"
19	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.2	0.4	0.7696078431372548	0.7696078431372548	0.9019607843137254	0.0434440556397645	0.13235294117647056	0	12	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000032', 'Otu000011'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000325', 'Otu000281'})"", ""frozenset({'cryptosporidium', 'Otu000013'})"", ""frozenset({'Otu000965', 'Otu000011'})"", ""frozenset({'Otu000068', 'Otu000101'})""]"
20	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.2	0.5	0.7696078431372548	0.7696078431372548	0.9019607843137254	0.0434440556397645	0.13235294117647056	0	12	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000032', 'Otu000011'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000325', 'Otu000281'})"", ""frozenset({'Otu000965', 'Otu000011'})"", ""frozenset({'cryptosporidium', 'Otu000013'})"", ""frozenset({'Otu000068', 'Otu000101'})""]"
21	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.2	0.6	0.7696078431372548	0.7696078431372548	0.9019607843137254	0.0434440556397645	0.13235294117647056	0	10	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000032', 'Otu000011'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000325', 'Otu000281'})"", ""frozenset({'Otu000068', 'Otu000101'})""]"
22	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.2	0.7	0.7696078431372548	0.7696078431372548	0.9313725490196078	0.03383289286292746	0.16176470588235292	0	15	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000068', 'Otu000101'})"", ""frozenset({'Otu000108', 'Otu000863'})"", ""frozenset({'Otu000325', 'Otu000281'})"", ""frozenset({'cryptosporidium', 'Otu000013'})"", ""frozenset({'Otu000122', 'Otu000638'})"", ""frozenset({'Otu000148', 'Otu000965'})"", ""frozenset({'Otu000032', 'Otu000011'})"", ""frozenset({'Otu000139', 'Otu000014'})""]"
23	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.2	0.8	0.7696078431372548	0.7696078431372548	0.9509803921568626	0.031882735170871555	0.18137254901960775	0	11	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000122', 'Otu000638'})"", ""frozenset({'Otu000139', 'Otu000014'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000108', 'Otu000863'})"", ""frozenset({'Otu000068', 'Otu000101'})""]"
24	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.2	0.9	0.7696078431372548	0.7696078431372548	0.9117647058823529	0.04293828688216007	0.1421568627450981	0	12	"[""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000376', 'sobr'})"", ""frozenset({'Otu000088', 'Otu000020'})"", ""frozenset({'Otu000620', 'Otu000091'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000068', 'Otu000101'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000108', 'Otu000863'})"", ""frozenset({'Otu000965', 'Otu000011'})"", ""frozenset({'Otu000281', 'Otu000069'})""]"
25	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.2		0.7696078431372548	0.7696078431372548	0.9264705882352942	0.03531762932455359	0.15686274509803932	0	13	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000108', 'Otu000863'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000068', 'Otu000101'})"", ""frozenset({'Otu000122', 'Otu000638'})"", ""frozenset({'Otu000620', 'Otu000091'})"", ""frozenset({'Otu000965', 'Otu000011'})"", ""frozenset({'Otu000088', 'Otu000020'})""]"
26	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.3	0.0	0.7696078431372548	0.7598039215686274	0.9019607843137254	0.0434440556397645	0.13235294117647056	0	12	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000032', 'Otu000011'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000325', 'Otu000281'})"", ""frozenset({'cryptosporidium', 'Otu000013'})"", ""frozenset({'Otu000965', 'Otu000011'})"", ""frozenset({'Otu000068', 'Otu000101'})""]"
27	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.3	0.4	0.7696078431372548	0.7598039215686274	0.9019607843137254	0.0434440556397645	0.13235294117647056	0	12	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000032', 'Otu000011'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000325', 'Otu000281'})"", ""frozenset({'cryptosporidium', 'Otu000013'})"", ""frozenset({'Otu000965', 'Otu000011'})"", ""frozenset({'Otu000068', 'Otu000101'})""]"
28	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.3	0.5	0.7696078431372548	0.7598039215686274	0.9019607843137254	0.0434440556397645	0.13235294117647056	0	12	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000032', 'Otu000011'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000325', 'Otu000281'})"", ""frozenset({'Otu000965', 'Otu000011'})"", ""frozenset({'cryptosporidium', 'Otu000013'})"", ""frozenset({'Otu000068', 'Otu000101'})""]"
29	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.3	0.6	0.7696078431372548	0.7598039215686274	0.9019607843137254	0.0434440556397645	0.13235294117647056	0	10	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000032', 'Otu000011'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000325', 'Otu000281'})"", ""frozenset({'Otu000068', 'Otu000101'})""]"
30	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.3	0.7	0.7696078431372548	0.7598039215686274	0.9313725490196078	0.03383289286292746	0.16176470588235292	0	13	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000068', 'Otu000101'})"", ""frozenset({'Otu000108', 'Otu000863'})"", ""frozenset({'Otu000325', 'Otu000281'})"", ""frozenset({'cryptosporidium', 'Otu000013'})"", ""frozenset({'Otu000032', 'Otu000011'})"", ""frozenset({'Otu000122', 'Otu000638'})""]"
31	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.3	0.8	0.7696078431372548	0.7598039215686274	0.9509803921568626	0.031882735170871555	0.18137254901960775	0	11	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000122', 'Otu000638'})"", ""frozenset({'Otu000139', 'Otu000014'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000068', 'Otu000101'})"", ""frozenset({'Otu000108', 'Otu000863'})""]"
32	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.3	0.9	0.7696078431372548	0.7598039215686274	0.9117647058823529	0.04293828688216007	0.1421568627450981	0	12	"[""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000376', 'sobr'})"", ""frozenset({'Otu000088', 'Otu000020'})"", ""frozenset({'Otu000620', 'Otu000091'})"", ""frozenset({'Otu000068', 'Otu000101'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000108', 'Otu000863'})"", ""frozenset({'Otu000965', 'Otu000011'})"", ""frozenset({'Otu000281', 'Otu000069'})""]"
33	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.3		0.7696078431372548	0.7598039215686274	0.9264705882352942	0.03531762932455359	0.15686274509803932	0	13	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000108', 'Otu000863'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000068', 'Otu000101'})"", ""frozenset({'Otu000122', 'Otu000638'})"", ""frozenset({'Otu000620', 'Otu000091'})"", ""frozenset({'Otu000965', 'Otu000011'})"", ""frozenset({'Otu000088', 'Otu000020'})""]"
34	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.4	0.0	0.7696078431372548	0.7794117647058824	0.9019607843137254	0.0434440556397645	0.13235294117647056	0	11	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000032', 'Otu000011'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000325', 'Otu000281'})"", ""frozenset({'cryptosporidium', 'Otu000013'})"", ""frozenset({'Otu000068', 'Otu000101'})""]"
35	logistic	{'penalty': 'l1', 'C': 0.7368421052894737}	0.4	0.4	0.7696078431372548	0.7794117647058824	0.9019607843137254	0.0434440556397645	0.13235294117647056	0	11	"[""frozenset({'igf1', 'Otu000166'})"", ""frozenset({'Otu000088', 'Otu000013'})"", ""frozenset({'Otu000030', 'Otu000073'})"", ""frozenset({'Otu000013', 'Otu000035'})"", ""frozenset({'Otu000281', 'Otu000069'})"", ""frozenset({'Otu000027', 'Otu000638'})"", ""frozenset({'Otu000032', 'Otu000011'})"", ""frozenset({'Otu000025', 'Otu000151'})"", ""frozenset({'Otu000325', 'Otu000281'})"", ""frozenset({'cryptosporidium', 'Otu000013'})"", ""frozenset({'Otu000068', 'Otu000101'})""]"
