Iteration	model_type	hyperparameters	percentile	min_threshold	baseline_score	baseline_score_of_current_percentile	accuracy	sem	delta	random_state	num_gene_included	gene_set
0	logistic	{'penalty': 'l2', 'C': 1.0}	0.0	0.0	0.8979463725226438	0.8979463725226438	0.994427324088341	0.003246506945571873	0.09648095156569725	0	179	['EG10831', 'G7917', 'EG11332', 'EG11193', 'EG12522', 'EG10488', 'G6548', 'EG10660', 'EG12242', 'G7565', 'G6466', 'EG10336', 'EG11208', 'EG10559', 'EG11744', 'EG11743', 'EG10457', 'EG10664', 'EG10670', 'EG10119', 'G6918', 'G6994', 'EG10565', 'EG12837', 'G7752', 'EG10771', 'G7315', 'G6822', 'G7210', 'EG11579', 'EG10524', 'G0-10590', 'EG10266', 'EG10117', 'EG12223', 'EG10701', 'EG10337', 'G7861', 'G7233', 'EG10480', 'G6946', 'G7380', 'EG11732', 'EG10593', 'EG10112', 'G7514', 'G7763', 'EG11646', 'G7430', 'G7564', 'G7367', 'EG10725', 'G7916', 'G7181', 'G6586', 'EG10120', 'G6115', 'EG11892', 'EG12656', 'G7444', 'G6791', 'EG11491', 'G6924', 'EG10669', 'G6481', 'G7241', 'G6665', 'G6116', 'EG10661', 'EG10994', 'G6479', 'EG10403', 'EG12153', 'G6313', 'EG11234', 'EG10141', 'EG12235', 'G7734', 'G6825', 'EG12225', 'EG11656', 'G6928', 'EG11859', 'G0-10453', 'EG11733', 'G6709', 'G6890', 'G6837', 'EG10533', 'EG11062', 'G6607', 'EG10531', 'G7228', 'EG11854', 'EG12129', 'G6920', 'G6788', 'EG11287', 'EG10536', 'G7329', 'EG11313', 'EG12252', 'EG11891', 'G7706', 'G7687', 'G0-10444', 'G7574', 'EG11128', 'EG10413', 'G6335', 'G6835', 'G7633', 'G7724', 'G7289', 'G7847', 'EG12117', 'EG10773', 'G7119', 'G7282', 'G6440', 'G812', 'G7270', 'EG11256', 'EG50009', 'EG11490', 'EG10747', 'G6646', 'G6458', 'EG10648', 'G6843', 'G7122', 'EG11723', 'G6285', 'EG12412', 'G6544', 'EG11357', 'G6140', 'EG10952', 'EG10539', 'G6912', 'G7230', 'EG10321', 'G7637', 'G7112', 'G7093', 'G6546', 'G6730', 'EG10191', 'G6511', 'G6616', 'G0-10707', 'G7237', 'G6325', 'G7371', 'EG10598', 'EG10484', 'EG10918', 'EG11931', 'EG12112', 'EG12360', 'EG12013', 'G6323', 'EG11061', 'EG11174', 'G6243', 'G6625', 'EG10262', 'EG11426', 'G7486', 'G7505', 'EG12713', 'EG10121', 'EG11306', 'G0-16640', 'EG12205', 'EG10597', 'G6889', 'G6124', 'EG10325']
1	logistic	{'penalty': 'l2', 'C': 1.0}	0.0	0.9	0.8979463725226438	0.8979463725226438	0.9938623523369287	0.004417831797989169	0.0959159798142849	0	89	['EG10831', 'G7917', 'EG11332', 'EG11193', 'EG12522', 'EG10488', 'G6548', 'EG12242', 'EG10660', 'G7565', 'G6466', 'EG10336', 'EG11208', 'EG10559', 'EG11744', 'EG11743', 'EG10457', 'EG10664', 'EG10670', 'EG10119', 'G6918', 'G6994', 'EG10565', 'EG12837', 'G7752', 'EG10771', 'G7315', 'G6822', 'G7210', 'EG11579', 'EG10524', 'G0-10590', 'EG10266', 'EG10117', 'EG12223', 'EG10701', 'EG10337', 'G7861', 'G7233', 'EG10480', 'G6946', 'G7380', 'EG11732', 'EG10593', 'EG10112', 'G7514', 'G7763', 'EG11646', 'G7430', 'G7564', 'G7367', 'EG10725', 'G7916', 'G7181', 'G6586', 'EG10120', 'G6115', 'EG11892', 'EG12656', 'G7444', 'G6791', 'EG11491', 'G6924', 'EG10669', 'G6481', 'G7241', 'G6665', 'G6116', 'EG10661', 'EG10994', 'G6479', 'EG10403', 'EG12153', 'G6313', 'EG11234', 'EG10141', 'EG12235', 'G7734', 'G6825', 'EG12225', 'EG11656', 'G6928', 'EG11859', 'G0-10453', 'EG11733', 'G6709', 'G6890', 'G6837', 'EG10533']
2	logistic	{'penalty': 'l2', 'C': 1.0}	0.0		0.8979463725226438	0.8979463725226438	0.9938623523369287	0.004417831797989169	0.0959159798142849	0	89	['EG10831', 'G7917', 'EG11332', 'EG11193', 'EG12522', 'EG10488', 'G6548', 'EG10660', 'EG12242', 'G7565', 'G6466', 'EG10336', 'EG11208', 'EG10559', 'EG11744', 'EG11743', 'EG10457', 'EG10664', 'EG10670', 'EG10119', 'G6918', 'G6994', 'EG10565', 'EG12837', 'G7752', 'EG10771', 'G7315', 'G6822', 'G7210', 'EG11579', 'EG10524', 'G0-10590', 'EG10266', 'EG10117', 'EG12223', 'EG10701', 'EG10337', 'G7861', 'G7233', 'EG10480', 'G6946', 'G7380', 'EG11732', 'EG10593', 'EG10112', 'G7514', 'G7763', 'EG11646', 'G7430', 'G7564', 'G7367', 'EG10725', 'G7916', 'G7181', 'G6586', 'EG10120', 'G6115', 'EG11892', 'EG12656', 'G7444', 'G6791', 'EG11491', 'G6924', 'EG10669', 'G6481', 'G7241', 'G6665', 'G6116', 'EG10661', 'EG10994', 'G6479', 'EG10403', 'EG12153', 'G6313', 'EG11234', 'EG10141', 'EG12235', 'G7734', 'G6825', 'EG12225', 'EG11656', 'G6928', 'EG11859', 'G0-10453', 'EG11733', 'G6709', 'G6890', 'G6837', 'EG10533']
3	logistic	{'penalty': 'l2', 'C': 1.0}	0.1	0.0	0.8979463725226438	0.9004483902788988	0.9938623523369287	0.004417831797989169	0.0959159798142849	0	89	['EG10831', 'G7917', 'EG11332', 'EG11193', 'EG12522', 'EG10488', 'G6548', 'EG10660', 'EG12242', 'G7565', 'G6466', 'EG10336', 'EG11208', 'EG10559', 'EG11744', 'EG11743', 'EG10457', 'EG10670', 'EG10664', 'G6918', 'G6994', 'EG10119', 'EG10565', 'EG12837', 'G7752', 'EG10771', 'G7315', 'G6822', 'EG10117', 'EG10524', 'EG11579', 'G7210', 'EG10266', 'G0-10590', 'EG12223', 'EG10701', 'EG10337', 'G7861', 'G7233', 'EG10480', 'G6946', 'G7380', 'EG11732', 'EG10593', 'EG10112', 'G7514', 'G7763', 'EG11646', 'G7564', 'G7430', 'G7367', 'EG10120', 'EG10725', 'G7916', 'G7181', 'G6586', 'G6115', 'EG11892', 'EG12656', 'G7444', 'G6791', 'EG11491', 'G6924', 'EG10669', 'G6481', 'G7241', 'G6665', 'G6116', 'EG10661', 'EG10994', 'G6479', 'EG12153', 'EG10403', 'G6313', 'EG11234', 'G6825', 'EG10141', 'EG12235', 'G7734', 'EG11656', 'G6928', 'EG12225', 'G0-10453', 'EG11859', 'EG11733', 'G6709', 'G6890', 'G6837', 'EG10533']
4	logistic	{'penalty': 'l2', 'C': 1.0}	0.1	0.9	0.8979463725226438	0.9004483902788988	0.9938623523369287	0.004417831797989169	0.0959159798142849	0	89	['EG10831', 'G7917', 'EG11332', 'EG11193', 'EG12522', 'EG10488', 'G6548', 'EG12242', 'EG10660', 'G7565', 'G6466', 'EG10336', 'EG11208', 'EG10559', 'EG11744', 'EG11743', 'EG10457', 'EG10670', 'EG10664', 'G6918', 'G6994', 'EG10119', 'EG10565', 'EG12837', 'G7752', 'EG10771', 'G7315', 'G6822', 'EG10117', 'EG10524', 'EG11579', 'G7210', 'EG10266', 'G0-10590', 'EG12223', 'EG10701', 'EG10337', 'G7861', 'G7233', 'EG10480', 'G6946', 'G7380', 'EG10593', 'EG10112', 'EG11732', 'G7514', 'G7763', 'EG11646', 'G7430', 'G7564', 'G7367', 'EG10120', 'EG10725', 'G7916', 'G7181', 'G6586', 'G6115', 'EG11892', 'EG12656', 'G7444', 'G6791', 'EG11491', 'G6924', 'EG10669', 'G6481', 'G7241', 'G6665', 'G6116', 'EG10661', 'EG10994', 'G6479', 'EG12153', 'EG10403', 'G6313', 'EG11234', 'G6825', 'EG10141', 'EG12235', 'G7734', 'EG11656', 'G6928', 'EG12225', 'G0-10453', 'EG11859', 'EG11733', 'G6709', 'G6890', 'G6837', 'EG10533']
5	logistic	{'penalty': 'l2', 'C': 1.0}	0.1		0.8979463725226438	0.9004483902788988	0.9938623523369287	0.004417831797989169	0.0959159798142849	0	89	['EG10831', 'G7917', 'EG11332', 'EG11193', 'EG12522', 'EG10488', 'G6548', 'EG10660', 'EG12242', 'G7565', 'G6466', 'EG10336', 'EG11208', 'EG10559', 'EG11744', 'EG11743', 'EG10457', 'EG10670', 'EG10664', 'G6918', 'G6994', 'EG10119', 'EG10565', 'EG12837', 'G7752', 'EG10771', 'G7315', 'G6822', 'EG10117', 'EG10524', 'EG11579', 'G7210', 'EG10266', 'G0-10590', 'EG12223', 'EG10701', 'EG10337', 'G7861', 'G7233', 'EG10480', 'G6946', 'G7380', 'EG11732', 'EG10593', 'EG10112', 'G7514', 'G7763', 'EG11646', 'G7564', 'G7430', 'G7367', 'EG10120', 'EG10725', 'G7916', 'G7181', 'G6586', 'G6115', 'EG11892', 'EG12656', 'G7444', 'G6791', 'EG11491', 'G6924', 'EG10669', 'G6481', 'G7241', 'G6665', 'G6116', 'EG10661', 'EG10994', 'G6479', 'EG12153', 'EG10403', 'G6313', 'EG11234', 'G6825', 'EG10141', 'EG12235', 'G7734', 'EG11656', 'G6928', 'EG12225', 'G0-10453', 'EG11859', 'EG11733', 'G6709', 'G6890', 'G6837', 'EG10533']
6	logistic	{'penalty': 'l2', 'C': 1.0}	0.2	0.0	0.8979463725226438	0.903963770065465	0.9951977401129943	0.003173931894044797	0.09725136759035058	0	156	['EG10831', 'G7917', 'EG11332', 'EG11193', 'EG12522', 'EG10488', 'G6548', 'G7565', 'EG12242', 'EG10660', 'G6466', 'EG10336', 'EG11208', 'EG10559', 'EG11744', 'EG11743', 'EG10457', 'EG10670', 'G6994', 'G6918', 'EG10664', 'EG10119', 'EG10565', 'EG12837', 'EG10771', 'G7752', 'G7315', 'G6822', 'EG10117', 'EG10524', 'G7210', 'EG11579', 'EG10266', 'G0-10590', 'EG12223', 'G7861', 'EG10337', 'EG10701', 'EG10480', 'G7233', 'G6946', 'G7380', 'EG10593', 'G7514', 'EG10112', 'G7763', 'EG11732', 'EG11646', 'G7430', 'G7367', 'EG10725', 'EG10120', 'G7916', 'G6586', 'G7181', 'G7564', 'G6115', 'EG11892', 'EG12656', 'G7444', 'G6791', 'EG11491', 'G6924', 'EG10669', 'G6481', 'G7241', 'G6116', 'EG10661', 'G6665', 'G6479', 'EG10994', 'EG12153', 'EG10403', 'G7734', 'EG12235', 'G6313', 'EG11234', 'G6825', 'EG10141', 'EG11656', 'EG12225', 'G6928', 'G0-10453', 'EG11859', 'G6709', 'G6837', 'G6890', 'EG11733', 'EG10533', 'EG11062', 'G6788', 'G6607', 'EG11854', 'EG10531', 'G7228', 'EG12129', 'EG10536', 'G6920', 'EG11313', 'EG11287', 'G7706', 'G7329', 'G7687', 'EG12252', 'EG11891', 'G0-10444', 'G6835', 'G7574', 'G6335', 'EG10413', 'EG11128', 'G7724', 'G7289', 'G7847', 'G7633', 'EG10773', 'G7119', 'EG12117', 'G7282', 'G6440', 'G812', 'EG11256', 'G7270', 'G6646', 'EG50009', 'EG10747', 'EG11490', 'G6843', 'EG10648', 'G6458', 'G7122', 'G6285', 'G6544', 'EG12412', 'EG11357', 'EG10952', 'EG11723', 'G6140', 'EG10539', 'G6912', 'G7230', 'G7112', 'EG10321', 'G7093', 'G7637', 'G6546', 'EG10191', 'G6730', 'G6616', 'G6325', 'G0-10707', 'G7237', 'G7371', 'EG10484', 'EG11931', 'EG10598']
7	logistic	{'penalty': 'l2', 'C': 1.0}	0.2	0.9	0.8979463725226438	0.903963770065465	0.994632768361582	0.004366495527846613	0.09668639583893823	0	91	['EG10831', 'G7917', 'EG11332', 'EG11193', 'EG12522', 'EG10488', 'G6548', 'G7565', 'EG12242', 'EG10660', 'G6466', 'EG10336', 'EG11208', 'EG10559', 'EG11744', 'EG11743', 'EG10457', 'EG10670', 'G6994', 'G6918', 'EG10664', 'EG10119', 'EG10565', 'EG12837', 'EG10771', 'G7752', 'G7315', 'G6822', 'EG10117', 'EG10524', 'G7210', 'EG11579', 'EG10266', 'G0-10590', 'EG12223', 'G7861', 'EG10337', 'EG10701', 'EG10480', 'G7233', 'G6946', 'G7380', 'EG10593', 'G7514', 'EG10112', 'G7763', 'EG11732', 'EG11646', 'G7430', 'G7367', 'EG10725', 'G7916', 'EG10120', 'G6586', 'G7181', 'G7564', 'G6115', 'EG11892', 'EG12656', 'G7444', 'G6791', 'EG11491', 'G6924', 'EG10669', 'G6481', 'G7241', 'G6116', 'EG10661', 'G6665', 'G6479', 'EG10994', 'EG12153', 'EG10403', 'G7734', 'EG12235', 'G6313', 'EG11234', 'G6825', 'EG10141', 'EG11656', 'EG12225', 'G6928', 'G0-10453', 'EG11859', 'G6709', 'G6837', 'G6890', 'EG11733', 'EG10533', 'EG11062', 'G6788']
8	logistic	{'penalty': 'l2', 'C': 1.0}	0.2		0.8979463725226438	0.903963770065465	0.994632768361582	0.004366495527846613	0.09668639583893823	0	91	['EG10831', 'G7917', 'EG11332', 'EG11193', 'EG12522', 'EG10488', 'G6548', 'G7565', 'EG12242', 'EG10660', 'G6466', 'EG10336', 'EG11208', 'EG10559', 'EG11744', 'EG11743', 'EG10457', 'EG10670', 'G6994', 'G6918', 'EG10664', 'EG10119', 'EG10565', 'EG12837', 'EG10771', 'G7752', 'G7315', 'G6822', 'EG10117', 'EG10524', 'G7210', 'EG11579', 'EG10266', 'G0-10590', 'EG12223', 'G7861', 'EG10337', 'EG10701', 'EG10480', 'G7233', 'G6946', 'G7380', 'EG10593', 'G7514', 'EG10112', 'G7763', 'EG11732', 'EG11646', 'G7430', 'G7367', 'EG10725', 'EG10120', 'G7916', 'G6586', 'G7181', 'G7564', 'G6115', 'EG11892', 'EG12656', 'G7444', 'G6791', 'EG11491', 'G6924', 'EG10669', 'G6481', 'G7241', 'G6116', 'EG10661', 'G6665', 'G6479', 'EG10994', 'EG12153', 'EG10403', 'G7734', 'EG12235', 'G6313', 'EG11234', 'G6825', 'EG10141', 'EG11656', 'EG12225', 'G6928', 'G0-10453', 'EG11859', 'G6709', 'G6837', 'G6890', 'EG11733', 'EG10533', 'EG11062', 'G6788']
9	logistic	{'penalty': 'l2', 'C': 1.0}	0.3	0.0	0.8979463725226438	0.906506142946821	0.9952747817154597	0.0031040312556017283	0.09732840919281593	0	92	['EG10831', 'G7917', 'EG11332', 'EG11193', 'EG12522', 'EG10488', 'G6548', 'EG10660', 'EG12242', 'G7565', 'G6466', 'EG10336', 'EG10559', 'EG11208', 'EG11744', 'EG11743', 'EG10457', 'G6918', 'EG10670', 'G6994', 'EG10664', 'EG10119', 'EG10565', 'EG12837', 'EG10771', 'G7315', 'G7752', 'G6822', 'EG10117', 'EG10524', 'G7210', 'EG11579', 'EG10266', 'G0-10590', 'EG12223', 'G7861', 'EG10701', 'G7233', 'EG10480', 'EG10337', 'G6946', 'G7380', 'EG10593', 'EG10112', 'G7514', 'EG11732', 'G7763', 'EG11646', 'G7367', 'G7564', 'G7430', 'G7916', 'EG10120', 'EG10725', 'G6586', 'G7181', 'G6115', 'EG11892', 'EG12656', 'G7444', 'G6791', 'G6924', 'EG11491', 'EG10669', 'G6481', 'G6116', 'G7241', 'G6665', 'EG10661', 'G6479', 'EG10994', 'EG12153', 'G6313', 'EG12235', 'EG11234', 'EG10403', 'G6825', 'G7734', 'EG10141', 'EG12225', 'G6928', 'EG11656', 'G0-10453', 'EG11859', 'G6709', 'G6890', 'EG10533', 'EG11854', 'G6837', 'EG11062', 'EG11733', 'G7228']
